Municipios;Tipo de vivienda;Total
10036  Cabrero;2 Total viviendas familiares;371
10036  Cabrero;2.1 Total viviendas principales;166
47029  Cabreros del Monte;2 Total viviendas familiares;72
47029  Cabreros del Monte;2.1 Total viviendas principales;27
24028  Cabreros del Río;2 Total viviendas familiares;332
24028  Cabreros del Río;2.1 Total viviendas principales;190
24029  Cabrillanes;2 Total viviendas familiares;626
24029  Cabrillanes;2.1 Total viviendas principales;349
37068  Cabrillas;2 Total viviendas familiares;367
37068  Cabrillas;2.1 Total viviendas principales;172
08030  Cabrils;2 Total viviendas familiares;3.087
08030  Cabrils;2.1 Total viviendas principales;2.423
39014  Cabuérniga;2 Total viviendas familiares;674
39014  Cabuérniga;2.1 Total viviendas principales;397
24030  Cacabelos;2 Total viviendas familiares;3.106
24030  Cacabelos;2.1 Total viviendas principales;2.172
10037  Cáceres;2 Total viviendas familiares;50.293
10037  Cáceres;2.1 Total viviendas principales;37.048
10038  Cachorrilla;2 Total viviendas familiares;85
10038  Cachorrilla;2.1 Total viviendas principales;40
18034  Cacín;2 Total viviendas familiares;522
18034  Cacín;2.1 Total viviendas principales;270
10039  Cadalso;2 Total viviendas familiares;395
10039  Cadalso;2.1 Total viviendas principales;235
28031  Cadalso de los Vidrios;2 Total viviendas familiares;2.862
28031  Cadalso de los Vidrios;2.1 Total viviendas principales;1.123
17032  Cadaqués;2 Total viviendas familiares;3.475
17032  Cadaqués;2.1 Total viviendas principales;1.131
18035  Cádiar;2 Total viviendas familiares;1.290
18035  Cádiar;2.1 Total viviendas principales;634
11012  Cádiz;2 Total viviendas familiares;59.186
11012  Cádiz;2.1 Total viviendas principales;46.966
31064  Cadreita;2 Total viviendas familiares;942
31064  Cadreita;2.1 Total viviendas principales;819
50066  Cadrete;2 Total viviendas familiares;2.229
50066  Cadrete;2.1 Total viviendas principales;1.315
18036  Cájar;2 Total viviendas familiares;2.333
18036  Cájar;2.1 Total viviendas principales;1.598
21016  Cala;2 Total viviendas familiares;758
21016  Cala;2.1 Total viviendas principales;480
40037  Calabazas de Fuentidueña;2 Total viviendas familiares;83
40037  Calabazas de Fuentidueña;2.1 Total viviendas principales;20
44049  Calaceite;2 Total viviendas familiares;903
44049  Calaceite;2.1 Total viviendas principales;444
08031  Calaf;2 Total viviendas familiares;1.793
08031  Calaf;2.1 Total viviendas principales;1.431
43037  Calafell;2 Total viviendas familiares;26.981
43037  Calafell;2.1 Total viviendas principales;10.092
26036  Calahorra;2 Total viviendas familiares;12.399
26036  Calahorra;2.1 Total viviendas principales;9.329
34041  Calahorra de Boedo;2 Total viviendas familiares;102
34041  Calahorra de Boedo;2.1 Total viviendas principales;52
18114  Calahorra, La;2 Total viviendas familiares;583
18114  Calahorra, La;2.1 Total viviendas principales;296
44050  Calamocha;2 Total viviendas familiares;3.591
44050  Calamocha;2.1 Total viviendas principales;1.782
06025  Calamonte;2 Total viviendas familiares;2.703
06025  Calamonte;2.1 Total viviendas principales;2.430
44051  Calanda;2 Total viviendas familiares;2.317
44051  Calanda;2.1 Total viviendas principales;1.428
21017  Calañas;2 Total viviendas familiares;2.808
21017  Calañas;2.1 Total viviendas principales;1.667
30013  Calasparra;2 Total viviendas familiares;5.496
30013  Calasparra;2.1 Total viviendas principales;3.958
42046  Calatañazor;2 Total viviendas familiares;89
42046  Calatañazor;2.1 Total viviendas principales;35
50067  Calatayud;2 Total viviendas familiares;11.613
50067  Calatayud;2.1 Total viviendas principales;8.317
50068  Calatorao;2 Total viviendas familiares;1.623
50068  Calatorao;2.1 Total viviendas principales;1.202
50069  Calcena;2 Total viviendas familiares;82
50069  Calcena;2.1 Total viviendas principales;39
36005  Caldas de Reis;2 Total viviendas familiares;4.054
36005  Caldas de Reis;2.1 Total viviendas principales;3.401
22072  Caldearenas;2 Total viviendas familiares;207
22072  Caldearenas;2.1 Total viviendas principales;92
08034  Calders;2 Total viviendas familiares;596
08034  Calders;2.1 Total viviendas principales;350
17033  Caldes de Malavella;2 Total viviendas familiares;3.543
17033  Caldes de Malavella;2.1 Total viviendas principales;2.619
08033  Caldes de Montbui;2 Total viviendas familiares;7.437
08033  Caldes de Montbui;2.1 Total viviendas principales;6.507
08032  Caldes d'Estrac;2 Total viviendas familiares;1.940
08032  Caldes d'Estrac;2.1 Total viviendas principales;1.226
08035  Calella;2 Total viviendas familiares;10.615
08035  Calella;2.1 Total viviendas principales;7.519
06026  Calera de León;2 Total viviendas familiares;715
06026  Calera de León;2.1 Total viviendas principales;388
45028  Calera y Chozas;2 Total viviendas familiares;2.742
45028  Calera y Chozas;2.1 Total viviendas principales;1.809
09064  Caleruega;2 Total viviendas familiares;431
09064  Caleruega;2.1 Total viviendas principales;194
45029  Caleruela;2 Total viviendas familiares;362
45029  Caleruela;2.1 Total viviendas principales;121
18037  Calicasas;2 Total viviendas familiares;404
18037  Calicasas;2.1 Total viviendas principales;231
12034  Càlig;2 Total viviendas familiares;1.507
12034  Càlig;2.1 Total viviendas principales;835
08037  Calldetenes;2 Total viviendas familiares;943
08037  Calldetenes;2.1 Total viviendas principales;917
46079  Calles;2 Total viviendas familiares;716
46079  Calles;2.1 Total viviendas principales;200
03049  Callosa de Segura;2 Total viviendas familiares;8.448
03049  Callosa de Segura;2.1 Total viviendas principales;6.445
03048  Callosa d'En Sarrià;2 Total viviendas familiares;4.061
03048  Callosa d'En Sarrià;2.1 Total viviendas principales;2.770
08038  Callús;2 Total viviendas familiares;894
08038  Callús;2.1 Total viviendas principales;740
50070  Calmarza;2 Total viviendas familiares;110
50070  Calmarza;2.1 Total viviendas principales;38
44052  Calomarde;2 Total viviendas familiares;131
44052  Calomarde;2.1 Total viviendas principales;46
17034  Calonge;2 Total viviendas familiares;12.711
17034  Calonge;2.1 Total viviendas principales;4.167
08036  Calonge de Segarra;2 Total viviendas familiares;159
08036  Calonge de Segarra;2.1 Total viviendas principales;56
03047  Calp;2 Total viviendas familiares;24.954
03047  Calp;2.1 Total viviendas principales;10.004
42048  Caltojar;2 Total viviendas familiares;233
42048  Caltojar;2.1 Total viviendas principales;42
37069  Calvarrasa de Abajo;2 Total viviendas familiares;1.184
37069  Calvarrasa de Abajo;2.1 Total viviendas principales;487
37070  Calvarrasa de Arriba;2 Total viviendas familiares;498
37070  Calvarrasa de Arriba;2.1 Total viviendas principales;245
07011  Calvià;2 Total viviendas familiares;36.330
07011  Calvià;2.1 Total viviendas principales;18.855
32016  Calvos de Randín;2 Total viviendas familiares;1.169
32016  Calvos de Randín;2.1 Total viviendas principales;535
37071  Calzada de Béjar, La;2 Total viviendas familiares;115
37071  Calzada de Béjar, La;2.1 Total viviendas principales;47
13027  Calzada de Calatrava;2 Total viviendas familiares;3.031
13027  Calzada de Calatrava;2.1 Total viviendas principales;1.631
37072  Calzada de Don Diego;2 Total viviendas familiares;178
37072  Calzada de Don Diego;2.1 Total viviendas principales;77
34042  Calzada de los Molinos;2 Total viviendas familiares;195
34042  Calzada de los Molinos;2.1 Total viviendas principales;140
45030  Calzada de Oropesa;2 Total viviendas familiares;839
45030  Calzada de Oropesa;2.1 Total viviendas principales;234
37073  Calzada de Valdunciel;2 Total viviendas familiares;512
37073  Calzada de Valdunciel;2.1 Total viviendas principales;275
24031  Calzada del Coto;2 Total viviendas familiares;227
24031  Calzada del Coto;2.1 Total viviendas principales;108
10040  Calzadilla;2 Total viviendas familiares;550
10040  Calzadilla;2.1 Total viviendas principales;230
06027  Calzadilla de los Barros;2 Total viviendas familiares;416
06027  Calzadilla de los Barros;2.1 Total viviendas principales;318
49032  Calzadilla de Tera;2 Total viviendas familiares;350
49032  Calzadilla de Tera;2.1 Total viviendas principales;189
39015  Camaleño;2 Total viviendas familiares;849
39015  Camaleño;2.1 Total viviendas principales;439
44053  Camañas;2 Total viviendas familiares;90
44053  Camañas;2.1 Total viviendas principales;57
25062  Camarasa;2 Total viviendas familiares;735
25062  Camarasa;2.1 Total viviendas principales;397
45031  Camarena;2 Total viviendas familiares;2.924
45031  Camarena;2.1 Total viviendas principales;1.393
44054  Camarena de la Sierra;2 Total viviendas familiares;426
44054  Camarena de la Sierra;2.1 Total viviendas principales;62
45032  Camarenilla;2 Total viviendas familiares;354
45032  Camarenilla;2.1 Total viviendas principales;220
39016  Camargo;2 Total viviendas familiares;13.620
39016  Camargo;2.1 Total viviendas principales;11.826
44055  Camarillas;2 Total viviendas familiares;188
44055  Camarillas;2.1 Total viviendas principales;50
15016  Camariñas;2 Total viviendas familiares;4.205
15016  Camariñas;2.1 Total viviendas principales;2.351
43903  Camarles;2 Total viviendas familiares;1.712
43903  Camarles;2.1 Total viviendas principales;1.245
28032  Camarma de Esteruelas;2 Total viviendas familiares;2.903
28032  Camarma de Esteruelas;2.1 Total viviendas principales;2.424
49033  Camarzana de Tera;2 Total viviendas familiares;656
49033  Camarzana de Tera;2.1 Total viviendas principales;361
41021  Camas;2 Total viviendas familiares;12.726
41021  Camas;2.1 Total viviendas principales;10.224
36006  Cambados;2 Total viviendas familiares;6.793
36006  Cambados;2.1 Total viviendas principales;5.044
23018  Cambil;2 Total viviendas familiares;1.748
23018  Cambil;2.1 Total viviendas principales;1.039
15017  Cambre;2 Total viviendas familiares;12.830
15017  Cambre;2.1 Total viviendas principales;9.185
43038  Cambrils;2 Total viviendas familiares;30.750
43038  Cambrils;2.1 Total viviendas principales;12.622
10041  Caminomorisco;2 Total viviendas familiares;851
10041  Caminomorisco;2.1 Total viviendas principales;488
44056  Caminreal;2 Total viviendas familiares;540
44056  Caminreal;2.1 Total viviendas principales;296
17035  Camós;2 Total viviendas familiares;285
17035  Camós;2.1 Total viviendas principales;228
41022  Campana, La;2 Total viviendas familiares;2.463
41022  Campana, La;2.1 Total viviendas principales;1.924
06028  Campanario;2 Total viviendas familiares;3.480
06028  Campanario;2.1 Total viviendas principales;2.072
07012  Campanet;2 Total viviendas familiares;1.517
07012  Campanet;2.1 Total viviendas principales;997
47030  Campaspero;2 Total viviendas familiares;838
47030  Campaspero;2.1 Total viviendas principales;481
24032  Campazas;2 Total viviendas familiares;115
24032  Campazas;2.1 Total viviendas principales;68
17036  Campdevànol;2 Total viviendas familiares;1.762
17036  Campdevànol;2.1 Total viviendas principales;1.393
17037  Campelles;2 Total viviendas familiares;162
17037  Campelles;2.1 Total viviendas principales;57
03050  Campello, el;2 Total viviendas familiares;26.605
03050  Campello, el;2.1 Total viviendas principales;10.975
01017  Campezo/Kanpezu;2 Total viviendas familiares;895
01017  Campezo/Kanpezu;2.1 Total viviendas principales;529
16042  Campillo de Altobuey;2 Total viviendas familiares;1.315
16042  Campillo de Altobuey;2.1 Total viviendas principales;642
50071  Campillo de Aragón;2 Total viviendas familiares;246
50071  Campillo de Aragón;2.1 Total viviendas principales;63
09065  Campillo de Aranda;2 Total viviendas familiares;195
09065  Campillo de Aranda;2.1 Total viviendas principales;85
23019  Campillo de Arenas;2 Total viviendas familiares;1.017
23019  Campillo de Arenas;2.1 Total viviendas principales;794
37074  Campillo de Azaba;2 Total viviendas familiares;181
37074  Campillo de Azaba;2.1 Total viviendas principales;88
10042  Campillo de Deleitosa;2 Total viviendas familiares;169
10042  Campillo de Deleitosa;2.1 Total viviendas principales;32
19059  Campillo de Dueñas;2 Total viviendas familiares;154
19059  Campillo de Dueñas;2.1 Total viviendas principales;47
45033  Campillo de la Jara, El;2 Total viviendas familiares;510
45033  Campillo de la Jara, El;2.1 Total viviendas principales;186
06029  Campillo de Llerena;2 Total viviendas familiares;942
06029  Campillo de Llerena;2.1 Total viviendas principales;551
19060  Campillo de Ranas;2 Total viviendas familiares;366
19060  Campillo de Ranas;2.1 Total viviendas principales;103
21018  Campillo, El;2 Total viviendas familiares;1.295
21018  Campillo, El;2.1 Total viviendas principales;847
47031  Campillo, El;2 Total viviendas familiares;229
47031  Campillo, El;2.1 Total viviendas principales;92
29032  Campillos;2 Total viviendas familiares;4.054
29032  Campillos;2.1 Total viviendas principales;3.222
16043  Campillos-Paravientos;2 Total viviendas familiares;235
16043  Campillos-Paravientos;2.1 Total viviendas principales;51
16044  Campillos-Sierra;2 Total viviendas familiares;166
16044  Campillos-Sierra;2.1 Total viviendas principales;31
08039  Campins;2 Total viviendas familiares;277
08039  Campins;2.1 Total viviendas principales;195
19061  Campisábalos;2 Total viviendas familiares;157
19061  Campisábalos;2.1 Total viviendas principales;33
17038  Campllong;2 Total viviendas familiares;267
17038  Campllong;2.1 Total viviendas principales;165
22074  Campo;2 Total viviendas familiares;696
22074  Campo;2.1 Total viviendas principales;148
13028  Campo de Criptana;2 Total viviendas familiares;7.019
13028  Campo de Criptana;2.1 Total viviendas principales;5.241
03051  Campo de Mirra/Camp de Mirra, el;2 Total viviendas familiares;314
03051  Campo de Mirra/Camp de Mirra, el;2.1 Total viviendas principales;157
37077  Campo de Peñaranda, El;2 Total viviendas familiares;181
37077  Campo de Peñaranda, El;2.1 Total viviendas principales;120
40039  Campo de San Pedro;2 Total viviendas familiares;362
40039  Campo de San Pedro;2.1 Total viviendas principales;149
24033  Campo de Villavidel;2 Total viviendas familiares;201
24033  Campo de Villavidel;2.1 Total viviendas principales;106
36007  Campo Lameiro;2 Total viviendas familiares;936
36007  Campo Lameiro;2.1 Total viviendas principales;710
10043  Campo Lugar;2 Total viviendas familiares;795
10043  Campo Lugar;2.1 Total viviendas principales;427
28033  Campo Real;2 Total viviendas familiares;2.844
28033  Campo Real;2.1 Total viviendas principales;2.087
21019  Campofrío;2 Total viviendas familiares;465
21019  Campofrío;2.1 Total viviendas principales;310
09066  Campolara;2 Total viviendas familiares;129
09066  Campolara;2.1 Total viviendas principales;33
24034  Camponaraya;2 Total viviendas familiares;2.181
24034  Camponaraya;2.1 Total viviendas principales;1.664
39027  Campoo de Enmedio;2 Total viviendas familiares;2.159
39027  Campoo de Enmedio;2.1 Total viviendas principales;1.580
39017  Campoo de Yuso;2 Total viviendas familiares;486
39017  Campoo de Yuso;2.1 Total viviendas principales;271
47032  Camporredondo;2 Total viviendas familiares;154
47032  Camporredondo;2.1 Total viviendas principales;69
22075  Camporrélls;2 Total viviendas familiares;237
22075  Camporrélls;2.1 Total viviendas principales;81
46080  Camporrobles;2 Total viviendas familiares;1.183
46080  Camporrobles;2.1 Total viviendas principales;597
07013  Campos;2 Total viviendas familiares;6.769
07013  Campos;2.1 Total viviendas principales;4.082
16901  Campos del Paraíso;2 Total viviendas familiares;1.311
